"District","Thana","EIIN","College Name","Shift","Version","Group Name","Gender","Min GPA","Own GPA","SQ GPA","Available Seat"
"Gopalganj","Kotalipara","109591","govt. sheikh lutfar rahman adarsha college","Day","Bangla","Business Studies","Co-Edu","2.50","0.00","0.00","200"
"Gopalganj","Kotalipara","109591","govt. sheikh lutfar rahman adarsha college","Day","Bangla","Science","Co-Edu","2.50","0.00","0.00","150"
"Gopalganj","Kotalipara","109592","kazi montu college","Day","Bangla","Science","Co-Edu","3.00","0.00","0.00","125"
"Gopalganj","Kotalipara","109592","kazi montu college","Day","Bangla","Humanities","Co-Edu","2.00","0.00","0.00","550"
"Gopalganj","Kotalipara","109592","kazi montu college","Day","Bangla","Business Studies","Co-Edu","2.00","0.00","0.00","60"
"Gopalganj","Kotalipara","109594","nesar uddin talukder uchcha madyamic bidyalaya","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","150"
"Gopalganj","Kotalipara","109594","nesar uddin talukder uchcha madyamic bidyalaya","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","50"
"Gopalganj","Kotalipara","109594","nesar uddin talukder uchcha madyamic bidyalaya","Day","Bangla","Science","Co-Edu","1.00","1.00","0.00","50"
"Gopalganj","Kotalipara","109589","ramshil college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","120"
"Gopalganj","Kotalipara","109589","ramshil college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","395"
"Gopalganj","Kotalipara","109589","ramshil college","Day","Bangla","Science","Co-Edu","1.00","0.00","0.00","150"
"Gopalganj","Kotalipara","109593","sheikh hasina adarsha mahabidyalaya","Day","Bangla","Humanities","Co-Edu","2.50","0.00","0.00","300"
"Gopalganj","Kotalipara","109593","sheikh hasina adarsha mahabidyalaya","Day","Bangla","Science","Co-Edu","2.50","0.00","0.00","50"
"Gopalganj","Kotalipara","109593","sheikh hasina adarsha mahabidyalaya","Day","Bangla","Business Studies","Co-Edu","2.50","0.00","0.00","80"
"Gopalganj","Muksudpur","109655","bangaratna college","Day","Bangla","Science","Co-Edu","1.00","1.00","0.00","50"
"Gopalganj","Muksudpur","109655","bangaratna college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","120"
"Gopalganj","Muksudpur","109655","bangaratna college","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","500"
"Gopalganj","Muksudpur","109657","batikamari uchcha madhyamik bidyalaya  muksudpur","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","60"
"Gopalganj","Muksudpur","109657","batikamari uchcha madhyamik bidyalaya  muksudpur","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","200"
"Gopalganj","Muksudpur","109624","durbasur adarsha high school & college","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","50"
"Gopalganj","Muksudpur","109654","govt. muksudpur college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","1400"
"Gopalganj","Muksudpur","109654","govt. muksudpur college","Day","Bangla","Science","Co-Edu","1.00","0.00","0.00","300"
"Gopalganj","Muksudpur","109654","govt. muksudpur college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","500"
"Gopalganj","Muksudpur","109596","moulovi abdul hye memorial school & college","Day","Bangla","Humanities","Co-Edu","2.00","1.00","0.00","75"
"Gopalganj","Muksudpur","109596","moulovi abdul hye memorial school & college","Day","Bangla","Science","Co-Edu","2.50","1.00","0.00","50"
"Gopalganj","Muksudpur","109653","ujani b. k. b. union college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","40"
"Gopalganj","Muksudpur","109653","ujani b. k. b. union college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","300"
"Gopalganj","Tungipara","130645","dr. imdadul huq memorial college gopalgonj","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","250"
"Gopalganj","Tungipara","130645","dr. imdadul huq memorial college gopalgonj","Day","Bangla","Science","Co-Edu","1.00","0.00","0.00","50"
"Gopalganj","Tungipara","130645","dr. imdadul huq memorial college gopalgonj","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","60"
"Gopalganj","Tungipara","109678","govt. sheikh mujibur rahman college","Day","Bangla","Science","Co-Edu","3.00","1.00","0.00","200"
"Gopalganj","Tungipara","109678","govt. sheikh mujibur rahman college","Day","Bangla","Humanities","Co-Edu","2.50","1.00","0.00","700"
"Gopalganj","Tungipara","109678","govt. sheikh mujibur rahman college","Day","Bangla","Business Studies","Co-Edu","2.50","1.00","0.00","200"
"Gopalganj","Tungipara","109673","khan saheb sheikh mosharrof hossain school & college","Day","Bangla","Humanities","Female","1.00","1.00","0.00","100"
"Gopalganj","Tungipara","109673","khan saheb sheikh mosharrof hossain school & college","Day","Bangla","Business Studies","Female","1.00","1.00","0.00","50"
"Gopalganj","Tungipara","109666","saptapalli joaria uchcha bidyalaya & college","Day","Bangla","Humanities","Co-Edu","1.50","1.00","0.00","50"
"Kishoreganj","Austagram","110231","abdullapur idris ali school and college","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","100"
"Kishoreganj","Austagram","110229","bangalpara high school and college","Day","Bangla","Science","Co-Edu","1.00","1.00","0.00","50"
"Kishoreganj","Austagram","110229","bangalpara high school and college","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","50"
"Kishoreganj","Austagram","110229","bangalpara high school and college","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","50"
"Kishoreganj","Austagram","110239","govt. rotary degree college austagram","Day","Bangla","Humanities","Co-Edu","2.00","0.00","0.00","575"
"Kishoreganj","Austagram","110239","govt. rotary degree college austagram","Day","Bangla","Business Studies","Co-Edu","2.00","0.00","0.00","120"
"Kishoreganj","Bajitpur","110260","aftab uddin uchcha maddamic bidyalaya  bhagalpur","Day","Bangla","Business Studies","Co-Edu","3.00","1.00","0.00","100"
"Kishoreganj","Bajitpur","110260","aftab uddin uchcha maddamic bidyalaya  bhagalpur","Day","Bangla","Humanities","Co-Edu","3.00","1.00","0.00","125"
"Kishoreganj","Bajitpur","110260","aftab uddin uchcha maddamic bidyalaya  bhagalpur","Day","Bangla","Science","Co-Edu","4.00","1.00","0.00","200"
"Kishoreganj","Bajitpur","110259","bajitpur college","Day","Bangla","Science","Co-Edu","3.50","0.00","0.00","100"
"Kishoreganj","Bajitpur","110259","bajitpur college","Day","Bangla","Humanities","Co-Edu","2.50","0.00","0.00","470"
"Kishoreganj","Bajitpur","110259","bajitpur college","Day","Bangla","Business Studies","Co-Edu","2.50","0.00","0.00","300"
"Kishoreganj","Bajitpur","110244","bajitpur razzakunessa govt. pilot girls high school & college","Day","Bangla","Business Studies","Female","2.00","1.00","0.00","100"
"Kishoreganj","Bajitpur","110244","bajitpur razzakunessa govt. pilot girls high school & college","Day","Bangla","Humanities","Female","3.00","1.00","0.00","150"
"Kishoreganj","Bajitpur","134588","haji advocate osman goni model college","Day","Bangla","Business Studies","Co-Edu","2.00","1.00","0.00","50"
"Kishoreganj","Bajitpur","134588","haji advocate osman goni model college","Day","Bangla","Humanities","Co-Edu","2.00","1.00","0.00","300"
"Kishoreganj","Bajitpur","110247","hilcha high school & college","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","40"
"Kishoreganj","Bajitpur","110247","hilcha high school & college","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","75"
"Kishoreganj","Bhairab","137622","bhairab ideal college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","40"
"Kishoreganj","Bhairab","137622","bhairab ideal college","Day","Bangla","Science","Co-Edu","1.00","0.00","0.00","50"
"Kishoreganj","Bhairab","137622","bhairab ideal college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","250"
"Kishoreganj","Bhairab","110289","govt. zillur rahman mohila college","Day","Bangla","Humanities","Female","3.00","0.00","0.00","750"
"Kishoreganj","Bhairab","110289","govt. zillur rahman mohila college","Day","Bangla","Business Studies","Female","3.00","0.00","0.00","200"
"Kishoreganj","Bhairab","110289","govt. zillur rahman mohila college","Day","Bangla","Science","Female","3.00","0.00","0.00","200"
"Kishoreganj","Bhairab","110290","hazi asmat government college","Day","Bangla","Business Studies","Co-Edu","2.00","0.00","0.00","300"
"Kishoreganj","Bhairab","110290","hazi asmat government college","Day","Bangla","Humanities","Co-Edu","2.50","0.00","0.00","615"
"Kishoreganj","Bhairab","110290","hazi asmat government college","Day","Bangla","Science","Co-Edu","3.00","0.00","0.00","250"
"Kishoreganj","Bhairab","110288","rafiqul islam mohila college","Day","Bangla","Science","Female","4.00","0.00","0.00","300"
"Kishoreganj","Bhairab","110288","rafiqul islam mohila college","Day","Bangla","Humanities","Female","3.00","0.00","0.00","650"
"Kishoreganj","Bhairab","110288","rafiqul islam mohila college","Day","Bangla","Business Studies","Female","2.50","0.00","0.00","150"
"Kishoreganj","Bhairab","134626","shahidullah kaiser college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","250"
"Kishoreganj","Bhairab","134626","shahidullah kaiser college","Day","Bangla","Science","Co-Edu","1.00","0.00","0.00","50"
"Kishoreganj","Bhairab","134626","shahidullah kaiser college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","100"
"Kishoreganj","Bhairab","110291","shimulkandi college","Day","Bangla","Science","Co-Edu","3.00","0.00","0.00","60"
"Kishoreganj","Bhairab","110291","shimulkandi college","Day","Bangla","Business Studies","Co-Edu","2.00","0.00","0.00","50"
"Kishoreganj","Bhairab","110291","shimulkandi college","Day","Bangla","Humanities","Co-Edu","2.00","0.00","0.00","300"
"Kishoreganj","Bhairab","110275","zillur rahman premier bank school & college","Day","Bangla","Business Studies","Co-Edu","2.50","1.00","0.00","100"
"Kishoreganj","Bhairab","110275","zillur rahman premier bank school & college","Day","Bangla","Humanities","Co-Edu","2.50","1.00","0.00","350"
"Kishoreganj","Bhairab","110275","zillur rahman premier bank school & college","Day","Bangla","Science","Co-Edu","2.50","1.00","0.00","100"
"Kishoreganj","Bhairab","110273","zillur rahman school & college","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","200"
"Kishoreganj","Bhairab","110273","zillur rahman school & college","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","75"
"Kishoreganj","Hossainpur","110296","government hossainpur model pilot school & college","Day","Bangla","Humanities","Co-Edu","3.00","1.00","0.00","275"
"Kishoreganj","Hossainpur","110296","government hossainpur model pilot school & college","Day","Bangla","Science","Co-Edu","3.50","1.00","0.00","100"
"Kishoreganj","Hossainpur","110296","government hossainpur model pilot school & college","Day","Bangla","Business Studies","Co-Edu","2.50","1.00","0.00","120"
"Kishoreganj","Hossainpur","110326","hossainpur adarsha mohila college","Day","Bangla","Humanities","Female","1.00","0.00","0.00","300"
"Kishoreganj","Hossainpur","110326","hossainpur adarsha mohila college","Day","Bangla","Science","Female","1.00","0.00","0.00","50"
"Kishoreganj","Hossainpur","110326","hossainpur adarsha mohila college","Day","Bangla","Business Studies","Female","1.00","0.00","0.00","50"
"Kishoreganj","Hossainpur","110325","hossainpur college","Day","Bangla","Humanities","Co-Edu","3.00","0.00","0.00","420"
"Kishoreganj","Hossainpur","110325","hossainpur college","Day","Bangla","Business Studies","Co-Edu","3.00","0.00","0.00","120"
"Kishoreganj","Hossainpur","110325","hossainpur college","Day","Bangla","Science","Co-Edu","4.00","0.00","0.00","100"
"Kishoreganj","Hossainpur","110292","s.r.d shams uddin bhuiyan school & college","Day","Bangla","Science","Co-Edu","3.00","1.00","0.00","50"
"Kishoreganj","Hossainpur","110292","s.r.d shams uddin bhuiyan school & college","Day","Bangla","Business Studies","Co-Edu","2.00","1.00","0.00","40"
"Kishoreganj","Hossainpur","110292","s.r.d shams uddin bhuiyan school & college","Day","Bangla","Humanities","Co-Edu","2.00","1.00","0.00","150"
"Kishoreganj","Itna","110345","rashtrapati abdul hamid govt. college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","800"
"Kishoreganj","Itna","110345","rashtrapati abdul hamid govt. college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","60"
"Kishoreganj","Itna","110329","thaneswar school and college","Day","Bangla","Science","Co-Edu","1.00","0.00","0.00","40"
"Kishoreganj","Itna","110329","thaneswar school and college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","75"
"Kishoreganj","Karimganj","110383","gangalbari mohila college","Day","Bangla","Humanities","Female","1.00","0.00","0.00","350"
"Kishoreganj","Karimganj","110383","gangalbari mohila college","Day","Bangla","Business Studies","Female","1.50","0.00","0.00","100"
"Kishoreganj","Karimganj","137621","hazi abdul bari master college","Day","Bangla","Science","Co-Edu","1.00","0.00","0.00","50"
"Kishoreganj","Karimganj","137621","hazi abdul bari master college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","150"
"Kishoreganj","Karimganj","137621","hazi abdul bari master college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","50"
"Kishoreganj","Karimganj","110382","karimganj college","Day","Bangla","Business Studies","Co-Edu","2.50","0.00","0.00","300"
"Kishoreganj","Karimganj","110382","karimganj college","Day","Bangla","Science","Co-Edu","3.50","0.00","0.00","100"
"Kishoreganj","Karimganj","110382","karimganj college","Day","Bangla","Humanities","Co-Edu","3.00","0.00","0.00","635"
"Kishoreganj","Karimganj","135321","karimganj poura model college","Day","Bangla","Business Studies","Co-Edu","1.50","0.00","0.00","40"
"Kishoreganj","Karimganj","135321","karimganj poura model college","Day","Bangla","Humanities","Co-Edu","1.50","0.00","0.00","400"
"Kishoreganj","Karimganj","110360","neyamatpur school & college","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","170"
"Kishoreganj","Karimganj","110360","neyamatpur school & college","Day","Bangla","Science","Co-Edu","1.00","1.00","0.00","50"
"Kishoreganj","Karimganj","110360","neyamatpur school & college","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","40"
"Kishoreganj","Katiadi","110388","bangram ananda kishor school & college","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","100"
"Kishoreganj","Katiadi","110388","bangram ananda kishor school & college","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","100"
"Kishoreganj","Katiadi","110388","bangram ananda kishor school & college","Day","Bangla","Science","Co-Edu","1.00","1.00","0.00","80"
"Kishoreganj","Katiadi","110391","chatal baghata uchcha bidyalaya & college","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","50"
"Kishoreganj","Katiadi","110391","chatal baghata uchcha bidyalaya & college","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","200"
"Kishoreganj","Katiadi","110435","gachihata college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","60"
"Kishoreganj","Katiadi","110435","gachihata college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","200"
"Kishoreganj","Katiadi","110435","gachihata college","Day","Bangla","Science","Co-Edu","1.00","0.00","0.00","50"
"Kishoreganj","Katiadi","110434","katiadi college","Day","Bangla","Humanities","Co-Edu","2.50","0.00","0.00","470"
"Kishoreganj","Katiadi","110434","katiadi college","Day","Bangla","Science","Co-Edu","3.50","0.00","0.00","125"
"Kishoreganj","Katiadi","110434","katiadi college","Day","Bangla","Business Studies","Co-Edu","3.00","0.00","0.00","150"
"Kishoreganj","Katiadi","110394","lowhazuri union high school & college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","70"
"Kishoreganj","Katiadi","110401","tahera noor high school & college","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","100"
"Kishoreganj","Katiadi","110401","tahera noor high school & college","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","100"
"Kishoreganj","Kishoreganj Sadar","110496","govt. gurudayal college","Day","Bangla","Humanities","Co-Edu","3.00","0.00","0.00","650"
"Kishoreganj","Kishoreganj Sadar","110496","govt. gurudayal college","Day","Bangla","Business Studies","Co-Edu","3.50","0.00","0.00","500"
"Kishoreganj","Kishoreganj Sadar","110496","govt. gurudayal college","Day","Bangla","Science","Co-Edu","4.00","0.00","0.00","563"
"Kishoreganj","Kishoreganj Sadar","110494","govt. kishoreganj mohila college","Day","Bangla","Humanities","Female","2.75","0.00","0.00","1006"
"Kishoreganj","Kishoreganj Sadar","110494","govt. kishoreganj mohila college","Day","Bangla","Business Studies","Female","2.40","0.00","0.00","350"
"Kishoreganj","Kishoreganj Sadar","110494","govt. kishoreganj mohila college","Day","Bangla","Science","Female","3.75","0.00","0.00","500"
"Kishoreganj","Kishoreganj Sadar","110448","hazi momtaz uddin school & college","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","170"
"Kishoreganj","Kishoreganj Sadar","110448","hazi momtaz uddin school & college","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","50"
"Kishoreganj","Kishoreganj Sadar","110466","jia uddin school & college","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","150"
"Kishoreganj","Kishoreganj Sadar","110466","jia uddin school & college","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","50"
"Kishoreganj","Kishoreganj Sadar","136908","kishoreganj city college","Day","Bangla","Humanities","Co-Edu","1.50","0.00","0.00","60"
"Kishoreganj","Kishoreganj Sadar","134562","kishoreganj model college","Day","Bangla","Humanities","Co-Edu","2.00","0.00","0.00","150"
"Kishoreganj","Kishoreganj Sadar","134562","kishoreganj model college","Day","Bangla","Science","Co-Edu","2.50","0.00","0.00","50"
"Kishoreganj","Kishoreganj Sadar","136904","rafiqul islam college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","50"
"Kishoreganj","Kishoreganj Sadar","136904","rafiqul islam college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","325"
"Kishoreganj","Kishoreganj Sadar","110497","rahim-satter ideal college  kaltia kishorganj","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","40"
"Kishoreganj","Kishoreganj Sadar","110497","rahim-satter ideal college  kaltia kishorganj","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","200"
"Kishoreganj","Kishoreganj Sadar","110497","rahim-satter ideal college  kaltia kishorganj","Day","Bangla","Science","Co-Edu","1.00","0.00","0.00","40"
"Kishoreganj","Kishoreganj Sadar","137628","samia ashraf model college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","100"
"Kishoreganj","Kishoreganj Sadar","110493","syed ashraful islam poura mohila college","Day","Bangla","Business Studies","Female","2.00","0.00","0.00","150"
"Kishoreganj","Kishoreganj Sadar","110493","syed ashraful islam poura mohila college","Day","Bangla","Humanities","Female","2.50","0.00","0.00","630"
"Kishoreganj","Kishoreganj Sadar","110493","syed ashraful islam poura mohila college","Day","Bangla","Science","Female","3.50","0.00","0.00","120"
"Kishoreganj","Kishoreganj Sadar","136895","taslima memorial college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","275"
"Kishoreganj","Kishoreganj Sadar","136895","taslima memorial college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","100"
"Kishoreganj","Kishoreganj Sadar","136895","taslima memorial college","Day","Bangla","Science","Co-Edu","3.00","0.00","0.00","60"
"Kishoreganj","Kishoreganj Sadar","110495","wali newaz khan college","Day","Bangla","Humanities","Co-Edu","3.00","0.00","0.00","600"
"Kishoreganj","Kishoreganj Sadar","110495","wali newaz khan college","Day","Bangla","Science","Co-Edu","3.50","0.00","0.00","285"
"Kishoreganj","Kishoreganj Sadar","110495","wali newaz khan college","Day","Bangla","Business Studies","Co-Edu","2.50","0.00","0.00","100"
"Kishoreganj","Kuliar Char","134631","abul kasem college","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","50"
"Kishoreganj","Kuliar Char","138574","agarpur model college","Day","Bangla","Humanities","Co-Edu","2.00","1.00","0.00","150"
"Kishoreganj","Kuliar Char","110506","chhaysuti union high school and college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","50"
"Kishoreganj","Kuliar Char","110506","chhaysuti union high school and college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","100"
"Kishoreganj","Kuliar Char","110512","kuliarchar college","Day","Bangla","Science","Co-Edu","3.00","0.00","0.00","80"
"Kishoreganj","Kuliar Char","110512","kuliarchar college","Day","Bangla","Humanities","Co-Edu","2.50","0.00","0.00","480"
"Kishoreganj","Kuliar Char","110512","kuliarchar college","Day","Bangla","Business Studies","Co-Edu","2.50","0.00","0.00","150"
"Kishoreganj","Mithamain","110528","muktijoddha abdul haque govt. college","Day","Bangla","Business Studies","Co-Edu","2.00","0.00","0.00","100"
"Kishoreganj","Mithamain","110528","muktijoddha abdul haque govt. college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","650"
"Kishoreganj","Mithamain","110528","muktijoddha abdul haque govt. college","Day","Bangla","Science","Co-Edu","3.00","0.00","0.00","100"
"Kishoreganj","Nikli","110534","jaraitala school and college","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","170"
"Kishoreganj","Nikli","110544","muktijudha adarsha college","Day","Bangla","Humanities","Co-Edu","3.00","0.00","0.00","530"
"Kishoreganj","Nikli","110544","muktijudha adarsha college","Day","Bangla","Business Studies","Co-Edu","2.50","0.00","0.00","150"
"Kishoreganj","Nikli","138215","nurul islam model college","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","200"
"Kishoreganj","Nikli","138215","nurul islam model college","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","100"
"Kishoreganj","Pakundia","110613","char adarsha college","Day","Bangla","Humanities","Co-Edu","1.10","0.00","0.00","140"
"Kishoreganj","Pakundia","110579","charteki girls school & college","Day","Bangla","Humanities","Female","2.00","1.00","0.00","100"
"Kishoreganj","Pakundia","110617","hazi zafar ali college","Day","Bangla","Science","Co-Edu","2.00","0.00","0.00","75"
"Kishoreganj","Pakundia","110617","hazi zafar ali college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","40"
"Kishoreganj","Pakundia","110617","hazi zafar ali college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","350"
"Kishoreganj","Pakundia","110614","hossaindi adarsha college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","225"
"Kishoreganj","Pakundia","110614","hossaindi adarsha college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","50"
"Kishoreganj","Pakundia","110614","hossaindi adarsha college","Day","Bangla","Science","Co-Edu","1.00","0.00","0.00","50"
"Kishoreganj","Pakundia","110618","jangalia union uchcha madhyamik bidyalaya","Day","Bangla","Science","Co-Edu","1.00","1.00","0.00","50"
"Kishoreganj","Pakundia","110618","jangalia union uchcha madhyamik bidyalaya","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","115"
"Kishoreganj","Pakundia","110618","jangalia union uchcha madhyamik bidyalaya","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","60"
"Kishoreganj","Pakundia","138340","m. a. mannan manik college","Day","Bangla","Science","Co-Edu","3.00","0.00","0.00","100"
"Kishoreganj","Pakundia","138340","m. a. mannan manik college","Day","Bangla","Humanities","Co-Edu","2.00","0.00","0.00","100"
"Kishoreganj","Pakundia","138340","m. a. mannan manik college","Day","Bangla","Business Studies","Co-Edu","2.00","0.00","0.00","60"
"Kishoreganj","Pakundia","110616","pakundia adarsha mohila college","Day","Bangla","Humanities","Female","2.00","0.00","0.00","225"
"Kishoreganj","Pakundia","110616","pakundia adarsha mohila college","Day","Bangla","Business Studies","Female","2.00","0.00","0.00","40"
"Kishoreganj","Pakundia","110616","pakundia adarsha mohila college","Day","Bangla","Science","Female","2.00","0.00","0.00","40"
"Kishoreganj","Pakundia","110615","pakundia govt. college","Day","Bangla","Humanities","Co-Edu","2.00","0.00","0.00","400"
"Kishoreganj","Pakundia","110615","pakundia govt. college","Day","Bangla","Business Studies","Co-Edu","2.00","0.00","0.00","200"
"Kishoreganj","Pakundia","110615","pakundia govt. college","Day","Bangla","Science","Co-Edu","2.00","0.00","0.00","300"
"Kishoreganj","Pakundia","110563","shimulia uccho maddomic biddyaloy","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","50"
"Kishoreganj","Pakundia","110563","shimulia uccho maddomic biddyaloy","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","100"
"Kishoreganj","Tarail","136030","damiha uddyon college","Day","Bangla","Business Studies","Co-Edu","2.00","0.00","0.00","50"
"Kishoreganj","Tarail","136030","damiha uddyon college","Day","Bangla","Humanities","Co-Edu","2.00","0.00","0.00","150"
"Kishoreganj","Tarail","110637","tarail muktizodhya college","Day","Bangla","Humanities","Co-Edu","1.50","0.00","0.00","520"
"Kishoreganj","Tarail","110637","tarail muktizodhya college","Day","Bangla","Business Studies","Co-Edu","1.50","0.00","0.00","200"
"Kishoreganj","Tarail","110637","tarail muktizodhya college","Day","Bangla","Science","Co-Edu","1.50","0.00","0.00","50"
"Madaripur","Kalkini","110718","d.k. ideal sayed atahar ali academy and college","Day","Bangla","Science","Co-Edu","2.00","1.00","0.00","150"
"Madaripur","Kalkini","110718","d.k. ideal sayed atahar ali academy and college","Day","Bangla","Humanities","Co-Edu","2.00","1.00","0.00","500"
"Madaripur","Kalkini","110718","d.k. ideal sayed atahar ali academy and college","Day","Bangla","Business Studies","Co-Edu","2.00","1.00","0.00","120"
"Madaripur","Kalkini","110719","govt. shaikh hasina academy & women college","Day","Bangla","Humanities","Female","1.00","0.00","0.00","610"
"Madaripur","Kalkini","110719","govt. shaikh hasina academy & women college","Day","Bangla","Science","Female","3.00","0.00","0.00","300"
"Madaripur","Kalkini","110719","govt. shaikh hasina academy & women college","Day","Bangla","Business Studies","Female","1.00","0.00","0.00","200"
"Madaripur","Kalkini","110647","kalkini pilot girls  school and college","Day","Bangla","Humanities","Female","1.50","1.00","0.00","50"
"Madaripur","Kalkini","110716","kalkini syed abul hossain college","Day","Bangla","Business Studies","Co-Edu","2.00","0.00","0.00","200"
"Madaripur","Kalkini","110716","kalkini syed abul hossain college","Day","Bangla","Humanities","Co-Edu","2.00","0.00","0.00","900"
"Madaripur","Kalkini","110716","kalkini syed abul hossain college","Day","Bangla","Science","Co-Edu","3.00","0.00","0.00","150"
"Madaripur","Kalkini","110656","khasherhat sayed abul hossain school & college","Day","Bangla","Science","Co-Edu","1.00","1.00","0.00","50"
"Madaripur","Kalkini","110656","khasherhat sayed abul hossain school & college","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","50"
"Madaripur","Kalkini","110656","khasherhat sayed abul hossain school & college","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","120"
"Madaripur","Kalkini","110715","shahebrampur kabi nazrul islam college","Day","Bangla","Science","Co-Edu","2.00","0.00","0.00","50"
"Madaripur","Kalkini","110715","shahebrampur kabi nazrul islam college","Day","Bangla","Humanities","Co-Edu","1.50","0.00","0.00","375"
"Madaripur","Kalkini","110715","shahebrampur kabi nazrul islam college","Day","Bangla","Business Studies","Co-Edu","1.50","0.00","0.00","120"
"Madaripur","Kalkini","110717","shahid smriti college  shashikar","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","350"
"Madaripur","Kalkini","110717","shahid smriti college  shashikar","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","60"
"Madaripur","Kalkini","110717","shahid smriti college  shashikar","Day","Bangla","Science","Co-Edu","3.50","0.00","0.00","360"
"Madaripur","Madaripur Sadar","131881","abck syed abul hossain college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","250"
"Madaripur","Madaripur Sadar","131881","abck syed abul hossain college","Day","Bangla","Science","Co-Edu","1.00","0.00","0.00","100"
"Madaripur","Madaripur Sadar","131881","abck syed abul hossain college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","40"
